Data_Unit,Error_Rate,Time_Elapsed,Throughput
1250,0,23.437,2551.222412
1250,0,14.471,4131.918945
1250,0,15.503,3856.866455
1250,0,14.43,4143.65918
1250,0,13.878,4308.473633
1250,0,15.499,3857.861816
1250,0,14.192,4213.147949
1250,0,14.325,4174.03125
1250,0,13.349,4479.211914
1250,0,13.247,4513.701172
1250,0,13.83,4323.427246
1250,0,13.89,4304.751465
1250,0,12.69,4711.820312
1250,0,4.466,13388.49023
1250,0,4.637,12894.75977
1250,0,14.979,3991.788574
1250,0,5.228,11437.06934
1250,0,5.256,11376.1416
1250,0,16.223,3685.693359
1250,0,16.336,3660.198242
1250,0,19.863,3010.270264
1250,0,13.735,4353.331055
1250,0,20.429,2926.868652
1250,0,13.945,4287.773438
1250,0,14.634,4085.895996
1250,0,13.43,4452.196289
1250,0,16.932,3531.36084
1250,0,13.723,4357.137695
1250,0,13.632,4386.223633
1250,0,13.345,4480.554199
1250,0,18.374,3254.217773
1250,0,13.33,4485.596191
1250,0,12.277,4870.32666
1250,0,13.612,4392.667969
1250,0,14.116,4235.831543
1250,0,13.337,4483.242188
1250,0,1015.037,58.907211
1250,0,40.988,1458.792847
1250,0,13.474,4437.657715
1250,0,13.08,4571.330078
1250,0,8.948,6682.275391
1250,0,6.944,8610.743164
1250,0,11.17,5352.999023
1250,0,13.182,4535.958008
1250,0,5.426,11019.71973
1250,0,18.727,3192.876709
1250,0,14.41,4149.410156
1250,0,17.534,3410.117432
1250,0,19.336,3092.314697
1250,0,14.112,4237.032227
1250,0,20.165,2965.187012
1250,0,13.138,4551.149414
1250,25,17.462,3424.178223
1250,25,15.366,3891.253418
1250,25,19.848,3012.54541
1250,25,14.517,4118.826172
1250,25,16.363,3654.158691
1250,25,14.832,4031.351074
1250,25,15.201,3933.491211
1250,25,15.625,3826.751953
1250,25,14.376,4159.223633
1250,25,19.001,3146.834473
1250,25,16.475,3629.317139
1250,25,16.597,3602.638916
1250,25,15.791,3786.523926
1250,25,15.478,3863.096191
1250,25,15.041,3975.333984
1250,25,23.925,2499.185059
1250,25,15.475,3863.844727
1250,25,18.691,3199.026367
1250,25,16.742,3571.437012
1250,25,21.895,2730.897461
1250,25,26.728,2237.092041
1250,25,16.12,3709.24292
1250,25,21.691,2756.581055
1250,25,14.95,3999.531738
1250,25,16.577,3606.985596
1250,25,21.008,2846.201416
1250,25,15.721,3803.384033
1250,25,15.809,3782.212646
1250,25,15.145,3948.035645
1250,25,14.972,3993.654785
1250,25,14.25,4196
1250,25,15.013,3982.748291
1250,25,30.074,1988.195801
1250,25,14.597,4096.252441
1250,25,20.559,2908.361328
1250,25,15.179,3939.192383
1250,25,20.204,2959.463379
1250,25,14.974,3993.121338
1250,25,14.785,4044.166504
1250,25,21.052,2840.252686
1250,25,7.473,8001.204102
1250,25,6.853,8725.083984
1250,25,26.457,2260.006836
1250,25,21.056,2839.713135
1250,25,13.77,4342.265625
1250,25,14.534,4114.008301
1250,25,14.446,4139.069824
1250,25,24.71,2419.789551
1250,25,24.322,2458.391602
1250,25,1015.242,58.895317
1250,25,21.014,2845.388916
1250,25,14.26,4193.057617
1250,25,28.34,2109.844727
1250,25,14.388,4155.754883
1250,25,14.98,3991.522217
1250,25,15.006,3984.606201
1250,25,15.75,3796.380859
1250,25,15.798,3784.846191
1250,25,18.565,3220.737793
1250,25,18.355,3257.58667
1250,50,18.555,3222.473633
1250,50,39.965,1496.134155
1250,50,38.389,1557.555542
1250,50,17.09,3498.712646
1250,50,50.236,1190.242065
1250,50,33.095,1806.707886
1250,50,16.961,3525.322754
1250,50,18.872,3168.344727
1250,50,29.171,2049.741211
1250,50,17.478,3421.043457
1250,50,15.933,3752.777344
1250,50,1025.972,58.279366
1250,50,22.933,2607.290771
1250,50,13.218,4523.604004
1250,50,37.944,1575.822266
1250,50,21.984,2719.841797
1250,50,17.491,3418.500977
1250,50,21.094,2834.597656
1250,50,50.182,1191.522827
1250,50,19.734,3029.948486
1250,50,32.11,1862.130127
1250,50,39.694,1506.348511
1250,50,36.748,1627.108887
1250,50,32.83,1821.291382
1250,50,32.386,1846.26062
1250,50,36.133,1654.803101
1250,50,18.526,3227.518311
1250,50,40.893,1462.181763
1250,50,24.139,2477.028809
1250,50,35.387,1689.688232
1250,50,22.851,2616.646973
1250,50,31.971,1870.226074
1250,50,17.115,3493.602051
1250,50,36.933,1618.95874
1250,50,26.906,2222.29248
1250,50,26.877,2224.690186
1250,50,35.403,1688.924683
1250,50,39.601,1509.886108
1250,50,54.649,1094.128052
1250,50,29.055,2057.924561
1250,50,21.219,2817.89917
1250,50,1019.535,58.647327
1250,50,27.47,2176.665527
1250,50,10.562,5661.143555
1250,50,17.236,3469.076416
1250,50,39.544,1512.062622
1250,50,32.669,1830.267334
1250,50,43.465,1375.658569
1250,50,36.401,1642.619629
1250,50,19.252,3105.807129
1250,50,22.075,2708.629639
1250,50,35.25,1696.255371
1250,50,31.003,1928.619751
1250,50,53.699,1113.484375
1250,50,18.567,3220.391113
1250,50,38.241,1563.583496
1250,50,20.221,2956.975342
1250,50,37.474,1595.586304
1250,50,10.14,5896.745605
1250,50,36.652,1631.370728
1250,75,230.633,259.256042
1250,75,215.016,278.086273
1250,75,115.765,516.503235
1250,75,97.151,615.4646
1250,75,122.943,486.347321
1250,75,74.822,799.136658
1250,75,42.697,1400.402832
1250,75,66.715,896.2453
1250,75,62.87,951.057739
1250,75,74.508,802.504395
1250,75,89.5,668.078186
1250,75,79.187,755.086121
1250,75,98.98,604.091736
1250,75,66.316,901.637573
1250,75,72.203,828.123474
1250,75,43.981,1359.518921
1250,75,71.219,839.565247
1250,75,94.923,629.910583
1250,75,70.806,844.462341
1250,75,26.987,2215.622314
1250,75,137.948,433.445953
1250,75,66.895,893.833679
1250,75,83.476,716.289734
1250,75,1076.861,55.525272
1250,75,72.213,828.00885
1250,75,92.477,646.571594
1250,75,98.156,609.162964
1250,75,72.23,827.813904
1250,75,46.057,1298.239136
1250,75,103.422,578.145874
1250,75,57.121,1046.777954
1250,75,61.735,968.542969
1250,75,117.117,510.540741
1250,75,77.196,774.560852
1250,75,54.598,1095.150024
1250,75,1085.97,55.059532
1250,75,96.382,620.375122
1250,75,57.531,1039.317993
1250,75,67.629,884.132568
1250,75,28.73,2081.204346
1250,75,71.934,831.220337
1250,75,23.302,2566.00293
1250,75,54.014,1106.990723
1250,75,90.324,661.983521
1250,75,107.902,554.141724
1250,75,69.609,858.983765
1250,75,60.914,981.596985
1250,75,74.461,803.010986
1250,75,52.774,1133.001099
1250,75,1097.002,54.505829
1250,75,112.056,533.599243
1250,75,59.362,1007.260559
1250,75,62.673,954.04718
1250,75,77.63,770.230591
1250,75,78.543,761.277283
1250,75,68.738,869.868225
1250,75,61.374,974.239868
1250,75,47.483,1259.25061
1250,75,112.104,533.370789
1250,75,40.623,1471.900146
750,0,16.336,3660.198242
750,0,17.894,3341.51123
750,0,15.761,3793.731445
750,0,16.231,3683.876221
750,0,19.343,3091.195801
750,0,26.003,2299.465332
750,0,27.638,2163.434326
750,0,1021.595,58.529068
750,0,16.915,3534.909668
750,0,15.797,3785.085693
750,0,16.009,3734.961426
750,0,15.806,3782.930664
750,0,15.95,3748.777588
750,0,18.536,3225.7771
750,0,18.544,3224.385254
750,0,17.127,3491.154053
750,0,15.819,3779.821777
750,0,16.077,3719.164062
750,0,28.449,2101.760986
750,0,16.433,3638.593018
750,0,16.947,3528.234863
750,0,27.03,2212.097656
750,0,16.844,3549.810059
750,0,15.912,3757.72998
750,0,16.552,3612.433594
750,0,17.493,3418.110107
750,0,20.521,2913.746826
750,0,17.1,3496.666504
750,0,12.383,4828.635742
750,0,18.802,3180.140381
750,0,27.069,2208.910645
750,0,16.152,3701.894287
750,0,16.685,3583.638184
750,0,28.338,2109.993652
750,0,15.997,3737.763428
750,0,16.6,3601.987793
750,0,21.326,2803.760742
750,0,15.765,3792.768799
750,0,16.9,3538.047363
750,0,15.891,3762.695801
750,0,16.212,3688.193848
750,0,15.517,3853.386475
750,0,15.611,3830.183838
750,0,16.052,3724.956299
750,0,15.585,3836.57373
750,0,15.555,3843.9729
750,0,16.152,3701.894287
750,0,16.118,3709.703369
750,0,27.265,2193.031494
750,0,22.147,2699.823975
750,0,8.168,7320.396484
750,0,8.068,7411.130371
750,0,29.016,2060.690674
750,0,1020.854,58.571548
750,0,15.63,3825.527832
750,0,29.4,2033.775513
750,0,16.503,3623.159424
750,0,28.914,2067.960205
750,0,15.79,3786.763672
750,0,15.456,3868.594727
750,25,19.451,3074.032227
750,25,34.04,1756.551025
750,25,36.358,1644.562378
750,25,40.076,1491.990234
750,25,37.455,1596.39563
750,25,35.97,1662.30188
750,25,22.735,2629.997803
750,25,18.456,3239.759521
750,25,26.47,2258.896973
750,25,26.988,2215.540283
750,25,30.51,1959.783691
750,25,26.562,2251.072998
750,25,18.093,3304.758789
750,25,17.766,3365.585693
750,25,18.464,3238.355713
750,25,39.043,1531.465332
750,25,49.154,1216.442261
750,25,23.315,2564.572021
750,25,38.47,1554.276001
750,25,36.696,1629.414673
750,25,17.49,3418.696533
750,25,57.061,1047.87854
750,25,18.854,3171.369385
750,25,18.742,3190.321045
750,25,26.279,2275.314941
750,25,18.824,3176.423828
750,25,45.582,1311.767822
750,25,25.123,2380.010498
750,25,1032.953,57.885498
750,25,28.661,2086.214844
750,25,37.661,1587.663696
750,25,29.59,2020.716431
750,25,28.975,2063.606445
750,25,18.051,3312.447998
750,25,36.523,1637.132812
750,25,36.106,1656.040649
750,25,38.359,1558.773682
750,25,17.895,3341.324219
750,25,30.014,1992.170288
750,25,38.184,1565.917725
750,25,37.869,1578.943237
750,25,18.95,3155.303223
750,25,37.642,1588.465088
750,25,32.189,1857.560059
750,25,10.869,5501.241699
750,25,21.595,2768.835449
750,25,36.926,1619.265625
750,25,22.517,2655.460205
750,25,17.403,3435.786865
750,25,30.149,1983.249878
750,25,36.728,1627.994995
750,25,37.742,1584.256226
750,25,11.997,4983.996094
750,25,20.53,2912.469482
750,25,35.09,1703.989746
750,25,13.738,4352.380371
750,25,35.699,1674.920776
750,25,25.354,2358.326172
750,25,18.709,3195.948486
750,25,1031.903,57.944401
750,50,22.152,2699.214355
750,50,47.9,1248.288086
750,50,53.429,1119.111328
750,50,56.855,1051.675293
750,50,95.891,623.551758
750,50,53.23,1123.295166
750,50,58.951,1014.28302
750,50,48.376,1236.005493
750,50,1060.35,56.389874
750,50,43.584,1371.902588
750,50,63.527,941.221863
750,50,23.376,2557.879883
750,50,50.818,1176.610596
750,50,49.663,1203.974854
750,50,51.403,1163.220093
750,50,57.967,1031.500732
750,50,13.974,4278.875
750,50,32.683,1829.483276
750,50,56.366,1060.799072
750,50,72.043,829.962646
750,50,37.891,1578.026489
750,50,82.104,728.259338
750,50,33.112,1805.780396
750,50,36.7,1629.237061
750,50,194.991,306.644928
750,50,1056.706,56.584328
750,50,64.985,920.104614
750,50,49.682,1203.514404
750,50,21.977,2720.708008
750,50,31.646,1889.433105
750,50,31.518,1897.106445
750,50,42.234,1415.755005
750,50,67.479,886.097961
750,50,97.54,613.010071
750,50,78.638,760.357605
750,50,38.969,1534.373413
750,50,58.205,1027.282837
750,50,39.43,1516.434204
750,50,65.653,910.742859
750,50,61.849,966.757751
750,50,54.41,1098.934082
750,50,14.53,4115.141113
750,50,1068.795,55.944309
750,50,68.433,873.745117
750,50,61.312,975.225098
750,50,45.368,1317.955444
750,50,37.596,1590.408569
750,50,42.704,1400.17334
750,50,58.522,1021.718323
750,50,28.624,2088.911377
750,50,70.973,842.475342
750,50,29.554,2023.177856
750,50,26.759,2234.500488
750,50,54.27,1101.768921
750,50,80.849,739.563904
750,50,58.652,1019.453735
750,50,46.573,1283.855347
750,50,36.858,1622.25293
750,50,44.098,1355.911865
750,50,50.348,1187.59436
750,75,1109.672,53.883492
750,75,151.206,395.440674
750,75,110.642,540.41864
750,75,178.118,335.693207
750,75,112.591,531.063721
750,75,130.515,458.131256
750,75,126.785,471.609406
750,75,1185.356,50.443077
750,75,112.438,531.786377
750,75,81.158,736.748108
750,75,158.933,376.215149
750,75,137.983,433.335999
750,75,134.209,445.521545
750,75,115.934,515.750366
750,75,69.217,863.84845
750,75,1143.058,52.309681
750,75,239.483,249.675339
750,75,289.873,206.273102
750,75,128.75,464.411652
750,75,148.751,401.967041
750,75,1101.159,54.300056
750,75,124.236,481.285614
750,75,147.442,405.535736
750,75,121.071,493.867249
750,75,115.687,516.851501
750,75,247.869,241.228226
750,75,112.225,532.795715
750,75,216.952,275.604736
750,75,1105.527,54.085518
750,75,114.011,524.449402
750,75,130.813,457.087585
750,75,160.028,373.640869
750,75,90.747,658.897827
750,75,128.06,466.91394
750,75,126.758,471.709869
750,75,1182.458,50.5667
750,75,117.29,509.787689
750,75,138.647,431.260681
750,75,69.324,862.515198
750,75,133.197,448.906494
750,75,104.736,570.892517
750,75,129.345,462.275299
750,75,124.662,479.64093
750,75,70.027,853.856384
750,75,1134.161,52.720028
750,75,247.467,241.620102
750,75,123.405,484.52655
750,75,139.796,427.716095
750,75,97.187,615.236633
750,75,133.492,447.914459
750,75,122.102,489.697144
750,75,1129.027,52.959763
750,75,146.327,408.625885
750,75,266.705,224.191528
750,75,109.077,548.172363
750,75,139.248,429.399353
750,75,143.927,415.439758
750,75,1115.431,53.605286
750,75,132.193,452.315948
750,75,163.798,365.041077
125,0,1183.118,50.53849
125,0,162.195,368.648834
125,0,166.698,358.690582
125,0,176.756,338.279907
125,0,140.146,426.647949
125,0,179.379,333.333344
125,0,1134.932,52.684212
125,0,156.923,381.033997
125,0,223.28,267.793793
125,0,375.294,159.32309
125,0,154.713,386.476898
125,0,1116.085,53.573879
125,0,154.377,387.318054
125,0,143.517,416.626617
125,0,172.635,346.355042
125,0,155.961,383.384308
125,0,160.921,371.567413
125,0,1155.398,51.750999
125,0,165.333,361.651947
125,0,157.53,379.565796
125,0,155.262,385.110352
125,0,180.945,330.448456
125,0,171.666,348.310089
125,0,1156.137,51.717922
125,0,160.566,372.388947
125,0,157.557,379.500732
125,0,173.368,344.890656
125,0,131,456.43512
125,0,143.332,417.164337
125,0,1235.592,48.392185
125,0,151.146,395.597656
125,0,179.005,334.029755
125,0,218.334,273.860229
125,0,171.843,347.951324
125,0,1180.041,50.670273
125,0,159.991,373.727264
125,0,171.99,347.653931
125,0,162.041,368.999207
125,0,167.439,357.10318
125,0,172.395,346.837189
125,0,1159.098,51.5858
125,0,145.933,409.729126
125,0,254.819,234.648911
125,0,155.183,385.306396
125,0,180.933,330.470398
125,0,171.479,348.689911
125,0,1131.236,52.856346
125,0,153.343,389.929749
125,0,136.423,438.291199
125,0,191.6,312.072021
125,0,260.627,229.419815
125,0,1171.012,51.060963
125,0,179.067,333.914124
125,0,167.626,356.704803
125,0,169.903,351.924347
125,0,147.269,406.012146
125,0,164.856,362.698334
125,0,1174.98,50.888527
125,0,239.924,249.216415
125,0,180.311,331.610382
125,25,300.173,199.195129
125,25,259.325,230.571671
125,25,1238.961,48.260597
125,25,244.416,244.6362
125,25,521.704,114.61097
125,25,1200.708,49.798119
125,25,209.007,286.081329
125,25,214.02,279.380432
125,25,276.619,216.156525
125,25,1255.616,47.620453
125,25,259.978,229.992538
125,25,263.095,227.267715
125,25,206.927,288.95697
125,25,1234.159,48.448376
125,25,240.239,248.889648
125,25,230.101,259.855469
125,25,230.086,259.872406
125,25,1219.981,49.011421
125,25,232.702,256.950958
125,25,214.088,279.291687
125,25,196.949,303.596344
125,25,238.599,250.600388
125,25,1207.773,49.506821
125,25,245.401,243.654266
125,25,250.062,239.112701
125,25,244.571,244.481155
125,25,1201.325,49.772545
125,25,217.982,274.30246
125,25,234.614,254.856918
125,25,260.392,229.626877
125,25,1214.385,49.237267
125,25,247.62,241.47081
125,25,237.406,251.85968
125,25,261.913,228.293365
125,25,1238.337,48.284916
125,25,234.115,255.400116
125,25,239.201,249.969681
125,25,262.362,227.902664
125,25,1187.969,50.332123
125,25,232.188,257.519775
125,25,232.56,257.107849
125,25,272.159,219.698776
125,25,1241.16,48.175095
125,25,226.035,264.529816
125,25,221.976,269.366974
125,25,188.706,316.857971
125,25,222.853,268.306915
125,25,1281.932,46.642879
125,25,240.125,249.007812
125,25,227.623,262.684357
125,25,213.944,279.479675
125,25,1242.041,48.140923
125,25,325.431,183.734802
125,25,215.22,277.822693
125,25,257.773,231.9599
125,25,1212.962,49.295029
125,25,226.426,264.073029
125,25,213.664,279.845917
125,25,260.963,229.12442
125,25,1236.435,48.359192
125,50,408.692,146.303329
125,50,1389.72,43.025215
125,50,370.634,161.326263
125,50,1756.934,34.032581
125,50,343.731,173.952896
125,50,1378.092,43.388248
125,50,347.693,171.970673
125,50,388.429,153.935471
125,50,1360.835,43.938465
125,50,354.91,168.473694
125,50,328.211,182.178543
125,50,1368.844,43.681385
125,50,303.49,197.018036
125,50,280.455,213.199982
125,50,1335.28,44.779369
125,50,343.369,174.136292
125,50,360.26,165.971786
125,50,1359.72,43.974495
125,50,1708.159,35.004353
125,50,355.935,167.988541
125,50,382.859,156.174988
125,50,1351.061,44.256329
125,50,388.117,154.059219
125,50,369.67,161.746964
125,50,1387.896,43.081757
125,50,346.799,172.413986
125,50,338.217,176.788864
125,50,1331.962,44.890919
125,50,295.688,202.216537
125,50,1411.892,42.349556
125,50,284.144,210.432022
125,50,364.439,164.068619
125,50,1407.119,42.493206
125,50,403.548,148.168243
125,50,1736.376,34.435513
125,50,347.878,171.879227
125,50,1443.336,41.426941
125,50,429.278,139.287354
125,50,357.639,167.188141
125,50,1338.136,44.6838
125,50,360.961,165.649475
125,50,400.264,149.383911
125,50,1268.667,47.130569
125,50,300.761,198.80571
125,50,401.642,148.871384
125,50,1361.177,43.927425
125,50,321.418,186.028778
125,50,345.334,173.145416
125,50,1337.431,44.707352
125,50,355.122,168.373123
125,50,332.158,180.013733
125,50,1342.645,44.533737
125,50,393.078,152.114853
125,50,1343.841,44.494106
125,50,382.162,156.459824
125,50,434.097,137.741104
125,50,1636.949,36.5271
125,50,372.252,160.625061
125,50,1397.387,42.78915
125,50,373.901,159.916656
125,75,1915.126,31.221445
125,75,1878.762,31.825745
125,75,900.889,66.371109
125,75,2152.93,27.77285
125,75,1899.814,31.473082
125,75,803.128,74.45015
125,75,1835.984,32.567276
125,75,1922.841,31.096176
125,75,1869.907,31.976458
125,75,1739.17,34.380192
125,75,1910.339,31.299681
125,75,1858.865,32.166401
125,75,703.448,84.999886
125,75,1830.968,32.656498
125,75,1843.596,32.432812
125,75,1258.356,47.516762
125,75,1921.78,31.113342
125,75,1799.926,33.2197
125,75,1892.281,31.598372
125,75,1890.57,31.62697
125,75,1859.681,32.152287
125,75,864.226,69.18676
125,75,1858.351,32.175301
125,75,1835.263,32.580074
125,75,1773.298,33.718529
125,75,1891.945,31.603985
125,75,1159.323,51.57579
125,75,1999.731,29.900522
125,75,1918.828,31.161209
125,75,1773.211,33.720181
125,75,1862.047,32.111435
125,75,784.552,76.212921
125,75,1875.951,31.873432
125,75,1828.933,32.692833
125,75,1734.653,34.469719
125,75,1915.019,31.223188
125,75,1813.916,32.96349
125,75,1190.449,50.227268
125,75,1839.59,32.503437
125,75,862.377,69.335106
125,75,1895.054,31.552135
125,75,1749.023,34.186516
125,75,1849.965,32.321152
125,75,1882.772,31.757961
125,75,1855.516,32.224461
125,75,1892.56,31.593714
125,75,825.212,72.457748
125,75,1912.285,31.267828
125,75,1905.334,31.381899
125,75,1808.501,33.062187
125,75,1811.579,33.006012
125,75,1019.82,58.630936
125,75,1838.995,32.513954
125,75,1761.708,33.940357
125,75,923.721,64.730583
125,75,1763.563,33.904659
125,75,1849.961,32.32122
125,75,1843.554,32.433552
125,75,1935.32,30.895666
125,75,1837.027,32.548786
